neighborhood,latitude,longitude
Dorchester,42.2778,-71.0689
South End,42.3392,-71.0704
Beacon Hill,42.3609,-71.0659
Dorchester,42.3154,-71.0569
Allston / Brighton,42.3594,-71.0587
Roxbury,42.3429,-71.0714
South Boston,42.3594,-71.0587
Charlestown,42.3594,-71.0587
Roxbury,42.3436,-71.0797
Allston / Brighton,42.3594,-71.0587
Dorchester,42.2934,-71.0508
Beacon Hill,42.3605,-71.0668
Jamaica Plain,42.3594,-71.0587
South End,42.3441,-71.0796
Dorchester,42.3199,-71.0539
South End,42.3431,-71.0808
South End,42.343,-71.072
West Roxbury,42.2943,-71.1426
Hyde Park,42.2497,-71.1397
South End,42.3465,-71.0753
Back Bay,42.3522,-71.072
Back Bay,42.3586,-71.0709
South Boston,42.3594,-71.0587
Boston,42.3532,-71.0491
Dorchester,42.2897,-71.0504
Downtown,42.364,-71.056
Roxbury,42.3165,-71.0761
Dorchester,42.2934,-71.0508
Roxbury,42.3193,-71.0724
Dorchester,42.2904,-71.0544
Back Bay,42.3421,-71.0828
Downtown,42.3594,-71.0587
South End,42.3448,-71.0721
South End,42.3448,-71.0721
South Boston,42.3322,-71.0347
Roslindale,42.2799,-71.1355
Dorchester,42.3042,-71.0658
South End,42.3424,-71.0779
Roxbury,42.3207,-71.0784
Roxbury,42.3207,-71.0784
South End,42.343,-71.08
Allston / Brighton,42.3548,-71.1485
Roxbury,42.3091,-71.0858
Roslindale,42.2843,-71.1468
South End,42.3425,-71.0748
South End,42.3594,-71.0587
Back Bay,42.3497,-71.0847
Back Bay,42.3497,-71.0847
Back Bay,42.35,-71.0899
Back Bay,42.35,-71.0899
Back Bay,42.3451,-71.0796
South End,42.3437,-71.0739
Dorchester,42.3193,-71.0648
Roxbury,42.3436,-71.0797
South End,42.3431,-71.0802
Dorchester,42.3221,-71.0548
Dorchester,42.2961,-71.0551
East Boston,42.3774,-71.0308
South End,42.3447,-71.0719
South Boston,42.3594,-71.0587
Fenway,42.3431,-71.0882
Dorchester,42.2888,-71.0398
Dorchester,42.3155,-71.0539
Roxbury,42.3369,-71.0841
Allston / Brighton,42.343,-71.1428
South End,42.3458,-71.0731
Jamaica Plain,42.304,-71.115
Dorchester,42.281,-71.0647
South End,42.3412,-71.0724
Dorchester,42.2802,-71.0716
South End,42.3431,-71.0802
South End,42.3394,-71.0796
South Boston,42.3323,-71.0564
Back Bay,42.3484,-71.0681
South End,42.3431,-71.0801
Allston / Brighton,42.3497,-71.1398
Dorchester,42.3184,-71.0528
South End,42.3458,-71.0731
Fenway,42.3431,-71.0967
Hyde Park,42.2606,-71.1251
South End,42.3431,-71.0808
Greater Mattapan,42.289,-71.088
Allston / Brighton,42.3619,-71.1309
South Boston,42.3365,-71.0283
Back Bay,42.3524,-71.0815
Dorchester,42.2807,-71.0709
Roxbury,42.3125,-71.0751
Roxbury,42.3065,-71.0852
Hyde Park,42.2348,-71.1285
West Roxbury,42.2857,-71.1677
Allston / Brighton,42.353,-71.1286
Beacon Hill,42.3606,-71.065
Dorchester,42.2914,-71.0695
Dorchester,42.2905,-71.0626
Jamaica Plain,42.3249,-71.1064
South Boston,42.3594,-71.0587
Charlestown,42.3735,-71.0617
Jamaica Plain,42.3079,-71.1153
Allston / Brighton,42.345,-71.1375
East Boston,42.3726,-71.0353
Allston / Brighton,42.3589,-71.1467
South End,42.336,-71.0723
South End,42.3428,-71.0798
Fenway,42.3594,-71.0587
Dorchester,42.316,-71.0666
West Roxbury,42.2784,-71.1607
South End,42.339,-71.0757
South End,42.3361,-71.075
East Boston,42.3809,-71.0292
Jamaica Plain,42.3594,-71.0587
Roxbury,42.3069,-71.0838
Back Bay,42.358,-71.0711
Mission Hill,42.3324,-71.1121
Roxbury,42.3233,-71.0771
Jamaica Plain,42.29,-71.1131
Beacon Hill,42.3565,-71.0703
Allston / Brighton,42.3445,-71.1436
Dorchester,42.2905,-71.0686
Hyde Park,42.2408,-71.1383
Jamaica Plain,42.29,-71.1131
Hyde Park,42.2404,-71.1381
Boston,42.3561,-71.0553
Downtown,42.3594,-71.0587
Downtown,42.3666,-71.0537
Dorchester,42.2905,-71.0688
Boston,42.3491,-71.073
Allston / Brighton,42.3548,-71.1273
Dorchester,42.3184,-71.06
Back Bay,42.3594,-71.0587
Dorchester,42.304,-71.0672
Dorchester,42.2874,-71.0757
Dorchester,42.3127,-71.0516
Boston,42.3548,-71.0681
Greater Mattapan,42.3015,-71.0809
South End,42.339,-71.0706
Downtown,42.3594,-71.0587
South Boston,42.3356,-71.045
South End,42.3453,-71.0746
Beacon Hill,42.3604,-71.0671
Back Bay,42.3513,-71.0832
East Boston,42.3673,-71.0354
Dorchester,42.2911,-71.0771
Allston,42.3521,-71.1377
Dorchester,42.3116,-71.0589
South End,42.3404,-71.0806
West Roxbury,42.2863,-71.1483
South End,42.3437,-71.0729
Dorchester,42.3594,-71.0587
Beacon Hill,42.3574,-71.0694
South End,42.3432,-71.0722
Back Bay,42.3488,-71.0687
Jamaica Plain,42.3255,-71.0993
South End,42.3459,-71.0727
Dorchester,42.2822,-71.0596
Jamaica Plain,42.3244,-71.1076
Boston,42.3527,-71.0536
South Boston,42.3295,-71.0542
Allston / Brighton,42.3593,-71.1324
East Boston,42.3808,-71.0275
Roxbury,42.3111,-71.0802
Roxbury,42.3111,-71.0802
Roxbury,42.311,-71.0798
Roxbury,42.3111,-71.0802
Back Bay,42.3527,-71.0769
South Boston,42.3594,-71.0587
South Boston,42.3594,-71.0587
East Boston,42.3809,-71.0273
South Boston,42.3364,-71.0348
Dorchester,42.2805,-71.0739
South Boston,42.3364,-71.0343
Allston / Brighton,42.35,-71.1398
Dorchester,42.2721,-71.0765
Roxbury,42.3302,-71.0766
Fenway,42.3594,-71.0587
Roxbury,42.322,-71.0749
East Boston,42.3594,-71.0587
Roxbury,42.3284,-71.0737
Allston / Brighton,42.3594,-71.0587
South Boston,42.3594,-71.0587
Dorchester,42.3103,-71.0585
Roxbury,42.3302,-71.0766
Dorchester,42.3067,-71.0687
Greater Mattapan,42.2738,-71.0794
West Roxbury,42.2897,-71.1595
South End,42.3436,-71.0733
Jamaica Plain,42.3161,-71.0987
Back Bay,42.3594,-71.0587
West Roxbury,42.2895,-71.1598
South End,42.3594,-71.0587
Charlestown,42.3594,-71.0587
Charlestown,42.3833,-71.0704
South End,42.3425,-71.0715
Back Bay,42.3529,-71.0777
South End,42.3444,-71.0747
Mission Hill,42.3329,-71.1057
Allston / Brighton,42.3528,-71.135
South End,42.3419,-71.0718
East Boston,42.3594,-71.0587
Jamaica Plain,42.3114,-71.1122
Downtown,42.3594,-71.0587
Roxbury,42.3296,-71.0704
Dorchester,42.3594,-71.0587
South End,42.3594,-71.0587
Allston,42.3531,-71.1375
Allston / Brighton,42.3527,-71.1421
Allston / Brighton,42.353,-71.1514
Boston,42.3603,-71.0583
South End,42.345,-71.0736
Boston,42.3597,-71.0593
Boston,42.3603,-71.0583
Beacon Hill,42.3589,-71.0703
Roslindale,42.2896,-71.1389
Dorchester,42.3022,-71.0709
South Boston,42.3594,-71.0587
Boston,42.3597,-71.0593
Roxbury,42.336,-71.0686
Roxbury,42.3372,-71.0687
Jamaica Plain,42.3243,-71.1063
Jamaica Plain,42.3245,-71.1079
Dorchester,42.2816,-71.063
Greater Mattapan,42.2863,-71.0914
Greater Mattapan,42.2863,-71.0914
Allston,42.3545,-71.1323
East Boston,42.3772,-71.0337
Allston / Brighton,42.3505,-71.1684
East Boston,42.3707,-71.0328
Boston,42.3597,-71.0593
Boston,42.3609,-71.0571
Roslindale,42.2819,-71.1283
Boston,42.3613,-71.0569
Allston / Brighton,42.35,-71.1399
Allston / Brighton,42.3611,-71.1428
Roxbury,42.3154,-71.075
South Boston,42.3312,-71.04
West Roxbury,42.287,-71.167
South Boston,42.3367,-71.0346
East Boston,42.3724,-71.035
Jamaica Plain,42.3106,-71.1025
Dorchester,42.3176,-71.0604
East Boston,42.3752,-71.0328
Roxbury,42.3293,-71.0811
Greater Mattapan,42.2747,-71.0813
East Boston,42.3594,-71.0587
East Boston,42.3871,-71.0076
Allston / Brighton,42.3551,-71.1329
South Boston,42.3594,-71.0587
South Boston,42.3364,-71.0304
Greater Mattapan,42.2738,-71.0794
Back Bay,42.3484,-71.0681
Allston / Brighton,42.3594,-71.0587
Back Bay,42.3524,-71.083
Dorchester,42.2805,-71.0739
Allston / Brighton,42.3517,-71.1361
Allston / Brighton,42.352,-71.1369
South End,42.3594,-71.0587
South End,42.3594,-71.0587
Back Bay,42.3538,-71.0776
South End,42.3459,-71.0709
South End,42.3469,-71.0706
South End,42.3594,-71.0587
Charlestown,42.3835,-71.0782
South Boston,42.3348,-71.0462
South Boston,42.3341,-71.0454
Roxbury,42.3298,-71.0704
Allston / Brighton,42.3528,-71.135
Roxbury,42.3237,-71.0791
Allston / Brighton,42.3513,-71.1385
Allston / Brighton,42.3513,-71.1385
South End,42.3428,-71.0733
South Boston,42.3365,-71.0279
Dorchester,42.3594,-71.0587
Dorchester,42.2902,-71.0626
Brighton,42.3428,-71.1579
Back Bay,42.3438,-71.0813
Beacon Hill,42.3597,-71.0649
Downtown,42.3594,-71.0587
Allston / Brighton,42.361,-71.136
